2026-07-20 10:54:23,162 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-07-20 10:54:23,163 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-20 10:54:23,180 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/ashraq/fashion-product-images-small/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/README.md "HTTP/1.1 200 OK"
2026-07-20 10:54:23,311 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/fashion-product-images-small.py "HTTP/1.1 404 Not Found"
2026-07-20 10:54:23,712 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/ashraq/fashion-product-images-small/ashraq/fashion-product-images-small.py "HTTP/1.1 404 Not Found"
2026-07-20 10:54:23,855 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/ashraq/fashion-product-images-small/revision/3859c76db2f6f3d3b9a3863345e3ccdbff75879d "HTTP/1.1 200 OK"
2026-07-20 10:54:23,988 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-07-20 10:54:24,209 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=ashraq/fashion-product-images-small "HTTP/1.1 200 OK"
2026-07-20 10:54:24,348 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/ashraq/fashion-product-images-small/tree/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/data?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-07-20 10:54:24,485 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/ashraq/fashion-product-images-small/tree/3859c76db2f6f3d3b9a3863345e3ccdbff75879d?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-07-20 10:54:24,636 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-07-20 10:54:24,938 | INFO | product_listing_generator | Loaded 50 products
2026-07-20 10:55:22,612 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/main/README.md "HTTP/1.1 307 Temporary Redirect"
2026-07-20 10:55:22,612 | WARNING | huggingface_hub.utils._http | Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
2026-07-20 10:55:22,635 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/api/resolve-cache/datasets/ashraq/fashion-product-images-small/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/README.md "HTTP/1.1 200 OK"
2026-07-20 10:55:22,773 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/fashion-product-images-small.py "HTTP/1.1 404 Not Found"
2026-07-20 10:55:23,185 | INFO | httpx | HTTP Request: HEAD https://s3.amazonaws.com/datasets.huggingface.co/datasets/datasets/ashraq/fashion-product-images-small/ashraq/fashion-product-images-small.py "HTTP/1.1 404 Not Found"
2026-07-20 10:55:23,330 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/ashraq/fashion-product-images-small/revision/3859c76db2f6f3d3b9a3863345e3ccdbff75879d "HTTP/1.1 200 OK"
2026-07-20 10:55:23,466 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/.huggingface.yaml "HTTP/1.1 404 Not Found"
2026-07-20 10:55:23,645 | INFO | httpx | HTTP Request: GET https://datasets-server.huggingface.co/info?dataset=ashraq/fashion-product-images-small "HTTP/1.1 200 OK"
2026-07-20 10:55:23,790 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/ashraq/fashion-product-images-small/tree/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/data?recursive=true&expand=false "HTTP/1.1 200 OK"
2026-07-20 10:55:23,929 | INFO | httpx | HTTP Request: GET https://huggingface.co/api/datasets/ashraq/fashion-product-images-small/tree/3859c76db2f6f3d3b9a3863345e3ccdbff75879d?recursive=false&expand=false "HTTP/1.1 200 OK"
2026-07-20 10:55:24,082 | INFO | httpx | HTTP Request: HEAD https://huggingface.co/datasets/ashraq/fashion-product-images-small/resolve/3859c76db2f6f3d3b9a3863345e3ccdbff75879d/dataset_infos.json "HTTP/1.1 404 Not Found"
2026-07-20 10:55:24,347 | INFO | product_listing_generator | Loaded 50 products
2026-07-20 10:55:28,266 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:32,009 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:35,866 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:40,304 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:45,170 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:49,288 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:52,955 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
2026-07-20 10:55:56,639 | INFO | httpx | HTTP Request: POST https://api.openai.com/v1/chat/completions "HTTP/1.1 200 OK"
